face,embedding,cluster
face_id_80,"[-0.03799434006214142, 0.13028115034103394, 0.08372626453638077, -0.05008957162499428, 0.017627721652388573, 0.019524695351719856, -0.00246858480386436, -0.08129019290208817, 0.20646709203720093, -0.09999272227287292, 0.20559923350811005, 0.06315871328115463, -0.19125713407993317, -0.10397440195083618, 0.05113481730222702, 0.08975744247436523, -0.1533282995223999, -0.07496882230043411, -0.15842477977275848, -0.0582515187561512, 0.02451515942811966, 0.05388002470135689, 0.1650819182395935, 0.006445427890866995, -0.15414202213287354, -0.3024498522281647, -0.058310650289058685, -0.10602493584156036, 0.06794382631778717, -0.13197480142116547, -0.011935366317629814, -0.07456458359956741, -0.22961270809173584, -0.06846185028553009, -0.007571434136480093, -0.05288869887590408, -0.037709034979343414, -0.07058697938919067, 0.257746160030365, 0.02585640922188759, -0.19572661817073822, 0.071894071996212, 0.04997646063566208, 0.15753485262393951, 0.22529236972332, 0.003775340737774968, -0.0208915825933218, -0.053270310163497925, 0.13367249071598053, -0.2195577174425125, 0.043275587260723114, 0.12610793113708496, 0.1718461662530899, 0.0608782134950161, 0.07996401935815811, -0.14648981392383575, 0.00474444217979908, 0.12563490867614746, -0.16837991774082184, 0.08065076172351837, 0.015156960114836693, -0.09266138076782227, -0.012254476547241211, 0.07088939845561981, 0.10246598720550537, 0.07163708657026291, -0.12983232736587524, -0.09732840955257416, 0.07399630546569824, -0.10326877236366272, 0.04625825583934784, 0.08928175270557404, -0.09837418049573898, -0.18693192303180695, -0.24376565217971802, 0.03289873152971268, 0.3074460029602051, 0.12351129204034805, -0.2150276154279709, -0.041717324405908585, -0.134338840842247, 0.029008273035287857, -0.030946798622608185, 0.08576986193656921, -0.11088937520980835, -0.06490512937307358, -0.036318305879831314, 0.021473994478583336, 0.11497559398412704, 0.008842550218105316, -0.058752577751874924, 0.23522548377513885, 0.004899412859231234, 0.02957005798816681, -0.015448974445462227, 0.04698235169053078, -0.15299110114574432, -0.041910041123628616, -0.08687546849250793, 0.03128870204091072, -0.028588728979229927, -0.0893741026520729, -4.7158042434602976e-05, 0.10008308291435242, -0.2310502529144287, 0.15099850296974182, -0.002507129916921258, -0.09293214231729507, 0.03200656175613403, 0.08661238849163055, -0.03342575207352638, -0.051200274378061295, 0.06052207574248314, -0.2551620900630951, 0.24485716223716736, 0.24200691282749176, -0.034031230956315994, 0.16264024376869202, 0.04503646865487099, 0.08596818149089813, 0.01126003172248602, 0.08777622878551483, -0.061999544501304626, -0.1320551633834839, -0.00015277302009053528, -0.01504568476229906, 0.08740626275539398, -0.014202474616467953]",17
face_id_81,"[-0.10523150861263275, 0.15117217600345612, 0.05934787914156914, -0.08380546420812607, -0.08734684437513351, -0.010963483713567257, -0.04112278297543526, -0.1544373631477356, 0.19650815427303314, -0.06377396732568741, 0.21753817796707153, -0.08424416184425354, -0.24217075109481812, 0.01304323785007, -0.04619681090116501, 0.12181729823350906, -0.16501735150814056, -0.21606294810771942, -0.06605134904384613, 0.08933821320533752, 0.009146058931946754, -0.01970020681619644, 0.07527293264865875, 0.11602482944726944, -0.10525572299957275, -0.39849308133125305, -0.08480677008628845, -0.08424082398414612, 0.0034416161943227053, -0.10569319874048233, 0.012856600806117058, 0.09364242106676102, -0.24218399822711945, -0.03600264713168144, 0.021326662972569466, 0.07368456572294235, 0.0006575142033398151, -0.15896059572696686, 0.2088431864976883, -0.09154040366411209, -0.2646692097187042, -0.08384943753480911, 0.052315231412649155, 0.2158578485250473, 0.21757765114307404, -0.0700841099023819, -0.01692947745323181, -0.09341337531805038, 0.08412019163370132, -0.2670396566390991, 0.04116465523838997, 0.11616306006908417, 0.052222840487957, 0.09960128366947174, 0.003217032179236412, -0.19706487655639648, 0.08044027537107468, 0.07344961166381836, -0.17763465642929077, -0.0633302554488182, -0.0020185261964797974, -0.08037782460451126, 0.00528291892260313, -0.05202043801546097, 0.24535757303237915, 0.18197472393512726, -0.06407907605171204, -0.17489412426948547, 0.13473837077617645, -0.1597776561975479, 0.018089663237333298, 0.08553555607795715, -0.1292274296283722, -0.12947432696819305, -0.23273317515850067, -0.08433333784341812, 0.33041250705718994, 0.05109012499451637, -0.21417951583862305, 0.07688865810632706, -0.10692984610795975, -0.000901788764167577, -0.05095114931464195, 0.076422780752182, -0.08618482947349548, 0.05557858571410179, -0.11415240913629532, 0.03299801051616669, 0.24996361136436462, -0.01669340208172798, -0.030900079756975174, 0.2472561150789261, -0.044762022793293, -0.025471307337284088, 0.16343016922473907, 0.06994842737913132, -0.04881608113646507, -0.013207714073359966, -0.147073432803154, 0.017790203914046288, 0.018661130219697952, -0.03901425749063492, -0.07057825475931168, 0.14222022891044617, -0.2466801255941391, 0.1310988813638687, -0.001541106146760285, 0.015977274626493454, 0.06503579020500183, -0.04965432360768318, -0.012222101911902428, -0.09071142226457596, 0.17242613434791565, -0.2663433849811554, 0.18601635098457336, 0.07643530517816544, -0.00772030558437109, 0.1711128056049347, -0.020537221804261208, 0.09837137162685394, -0.03973233699798584, -0.0049414788372814655, -0.1432240754365921, -0.014339600689709187, 0.10313273966312408, -0.025002308189868927, 0.013232387602329254, 0.022512152791023254]",16
face_id_82,"[-0.0758020430803299, 0.11244110018014908, 0.06664380431175232, -0.07864729315042496, 0.045821625739336014, -0.0024172337725758553, -0.07332538068294525, -0.1240486353635788, 0.1934182047843933, -0.15260547399520874, 0.23364032804965973, 0.07478484511375427, -0.1709355115890503, -0.1478787064552307, 0.08692333847284317, 0.09281765669584274, -0.20770493149757385, -0.15221410989761353, -0.08409340679645538, -0.06392223387956619, -0.04565432667732239, -0.030287455767393112, 0.047492753714323044, 0.0753064751625061, -0.13033506274223328, -0.38690343499183655, -0.08392324298620224, -0.16792064905166626, -0.012294863350689411, -0.09206844866275787, -0.04506674408912659, -0.0023948135785758495, -0.1996171772480011, -0.04435008391737938, -0.00892085675150156, -0.02776414342224598, 0.05853170529007912, 0.0020305300131440163, 0.20846979320049286, 0.048478636890649796, -0.15800192952156067, 0.048362020403146744, -0.034079089760780334, 0.21724310517311096, 0.23409996926784515, 0.060142986476421356, 0.0015834304504096508, -0.06689464300870895, 0.13258492946624756, -0.18468213081359863, 0.07891996949911118, 0.16449406743049622, 0.06588336080312729, 0.03830069303512573, 0.08361683785915375, -0.1812564581632614, -0.019141748547554016, 0.06939662992954254, -0.13826805353164673, 0.05893357843160629, -0.015783818438649178, -0.10145173221826553, -0.02024739421904087, 0.028728244826197624, 0.20243972539901733, 0.11194854974746704, -0.1111513301730156, -0.10517899692058563, 0.13511936366558075, -0.07115184515714645, -0.013156701810657978, 0.02787269465625286, -0.16593219339847565, -0.18890412151813507, -0.264905720949173, 0.09284894168376923, 0.29663270711898804, 0.1962585300207138, -0.25469541549682617, -0.010579211637377739, -0.17913953959941864, 0.02046901360154152, 0.08587118983268738, 0.07735773921012878, -0.05330445617437363, -0.07232784479856491, -0.029074406251311302, 0.010652351193130016, 0.12401928752660751, 0.09194207191467285, -0.07213655114173889, 0.22080406546592712, -0.08285513520240784, 0.04076598957180977, 0.004720546770840883, 0.027354532852768898, -0.1229294016957283, -0.018850652500987053, -0.15653753280639648, -0.05179108306765556, 0.03635193035006523, 0.029195601120591164, 0.0024243241641670465, 0.15884239971637726, -0.2342657893896103, 0.0755392462015152, -0.00855058804154396, -0.048193491995334625, 0.02372875064611435, 0.10762453079223633, -0.05101558193564415, -0.08071675896644592, 0.08134963363409042, -0.25430577993392944, 0.2532635033130646, 0.23931358754634857, 0.02669350430369377, 0.16607630252838135, 0.05164031311869621, 0.031077126041054726, -0.028032632544636726, -0.03639364242553711, -0.14192718267440796, -0.07120560854673386, 0.07028956711292267, 0.06769351661205292, 0.08130716532468796, -0.018588418141007423]",17
face_id_83,"[-0.1720152348279953, 0.06246453523635864, 0.10160902142524719, -0.11151397973299026, -0.09109515696763992, -0.08803931623697281, -0.01937243528664112, -0.1364871710538864, 0.11416832357645035, -0.10399701446294785, 0.21522574126720428, -0.12823857367038727, -0.17806735634803772, -0.06669168919324875, 0.033536311239004135, 0.17094947397708893, -0.07708019018173218, -0.07963615655899048, -0.052729152143001556, -0.016043031588196754, -0.016554901376366615, -0.042474474757909775, -0.0012226176913827658, 0.12468897551298141, -0.05080202594399452, -0.3284454047679901, -0.08564647287130356, -0.15151718258857727, -0.08321012556552887, -0.01605072058737278, -0.038769595324993134, 0.10141652077436447, -0.1798022836446762, -0.025927694514393806, -0.057439353317022324, 0.10657906532287598, -0.03618789464235306, -0.053858619183301926, 0.16333366930484772, 0.006214356981217861, -0.1875457763671875, -0.08803924918174744, 0.03369368240237236, 0.1754423826932907, 0.16146136820316315, -0.016567056998610497, 0.038738708943128586, 0.015678100287914276, 0.10895973443984985, -0.19778479635715485, -0.003273694310337305, 0.05394754931330681, 0.11165790259838104, 0.030111689120531082, 0.056929949671030045, -0.11492076516151428, 0.06611377745866776, 0.08188620954751968, -0.21679414808750153, 0.03185104951262474, 0.038836218416690826, -0.09794726967811584, -0.07457514107227325, -0.03921062499284744, 0.32569146156311035, 0.22258944809436798, -0.10328030586242676, -0.06085134670138359, 0.1865568608045578, -0.1200692355632782, -0.04337438568472862, 0.039471179246902466, -0.14141295850276947, -0.1566251963376999, -0.2309577912092209, 0.044350575655698776, 0.34158310294151306, 0.11155694723129272, -0.21824148297309875, -0.023899786174297333, -0.10353484749794006, -0.04128827527165413, 0.08096541464328766, 0.0822286307811737, -0.023240666836500168, 0.01574988104403019, -0.059545379132032394, -0.04756283015012741, 0.19862721860408783, -0.028215516358613968, 0.026709459722042084, 0.24994654953479767, -0.018184257671236992, 0.018564144149422646, -0.011373770423233509, -0.05461937189102173, -0.019535990431904793, -0.01582406461238861, -0.09680436551570892, -0.00425903731957078, 0.013795739971101284, -0.11053501069545746, -0.03592274338006973, 0.055343784391880035, -0.24014203250408173, 0.08642769604921341, 0.012139396741986275, 0.005351249594241381, -0.02789919264614582, 0.023033395409584045, -0.09460676461458206, -0.05442482605576515, 0.14202849566936493, -0.18505710363388062, 0.1483398675918579, 0.12805549800395966, -0.003547376487404108, 0.11463232338428497, 0.04738771542906761, 0.07636842131614685, 0.007967635057866573, -0.056493788957595825, -0.1305082142353058, -0.03301878273487091, 0.15292790532112122, -0.018465574830770493, 0.02654695138335228, 0.05531555786728859]",40
face_id_84,"[-0.12015370279550552, 0.022463062778115273, 0.037638112902641296, -0.1292734444141388, -0.12801922857761383, 0.0505492240190506, -0.01080518588423729, -0.0851394459605217, 0.1618305742740631, -0.18417629599571228, 0.20518237352371216, -0.030448120087385178, -0.18894906342029572, -0.01314580999314785, -0.11975216865539551, 0.1930108517408371, -0.15197472274303436, -0.16252003610134125, -0.020140286535024643, -0.06034785509109497, -0.04759068414568901, -0.0468883290886879, 0.08705677837133408, 0.13726356625556946, -0.11489854007959366, -0.3154112696647644, -0.030691418796777725, -0.08792361617088318, -0.013828693889081478, -0.06611756980419159, -0.006098008714616299, 0.09859731793403625, -0.2334286868572235, 0.05005698278546333, -0.02478042244911194, 0.06139569357037544, -0.052680786699056625, -0.03562970831990242, 0.1984957903623581, 0.044739365577697754, -0.22549933195114136, -0.06531479209661484, 0.10538943111896515, 0.31714603304862976, 0.23468303680419922, 0.02384090982377529, -0.01650599204003811, -0.05730685591697693, 0.07774520665407181, -0.26169320940971375, 0.045491430908441544, 0.10799514502286911, 0.049434784799814224, -0.02937592752277851, 0.06733594834804535, -0.12851957976818085, 0.04813416674733162, 0.09467410296201706, -0.06073232367634773, 0.031368520110845566, 0.002884706249460578, -0.007883106358349323, -0.023490868508815765, -0.10583600401878357, 0.37827807664871216, 0.1182020753622055, -0.12760502099990845, -0.12034177780151367, 0.2566310465335846, -0.1169249415397644, -0.07395650446414948, 0.06740765273571014, -0.14597387611865997, -0.12633933126926422, -0.23968198895454407, -0.04296351969242096, 0.3489360511302948, 0.16038134694099426, -0.09224757552146912, 0.11224863678216934, -0.09804543852806091, -0.008566957898437977, -0.012255662120878696, 0.17648756504058838, -0.09636121243238449, 0.029570365324616432, -0.025525640696287155, 0.011567160487174988, 0.1888580471277237, 0.01799912191927433, -0.041757576167583466, 0.20063349604606628, -0.04161197319626808, -0.07412581145763397, 0.015930388122797012, -0.03650089353322983, -0.1439473032951355, 0.024775300174951553, -0.21755002439022064, -0.11612565070390701, -0.002492104424163699, -0.03560662642121315, 0.021715693175792694, 0.1816565990447998, -0.30681610107421875, 0.13471688330173492, -0.06808964163064957, -0.018678799271583557, 0.06729646027088165, 0.06322929263114929, -0.06041375920176506, -0.008576889522373676, 0.10321982949972153, -0.24695263803005219, 0.17309996485710144, 0.13866403698921204, 0.13794751465320587, 0.08201773464679718, 0.13606901466846466, 0.03260282799601555, 0.024973642081022263, 0.023980990052223206, -0.1949155032634735, -0.023016145452857018, 0.06658168137073517, -0.17230483889579773, 0.1038065180182457, 0.063014917075634]",41
face_id_85,"[-0.13295604288578033, 0.04680583253502846, 0.07731638103723526, -0.08623668551445007, -0.10396169126033783, 0.034677498042583466, -0.01920551434159279, -0.0989290252327919, 0.24259895086288452, -0.15021724998950958, 0.2031952291727066, -0.0026324286591261625, -0.16699177026748657, -0.010528480634093285, 0.018434910103678703, 0.10993939638137817, -0.11245934665203094, -0.17270530760288239, -0.02804798074066639, -0.0732639729976654, -0.02032516710460186, 0.034170638769865036, 0.02274363860487938, 0.07116702198982239, -0.12768279016017914, -0.4240061640739441, -0.08585529029369354, -0.0845230296254158, 0.04754749312996864, -0.017389340326189995, -0.005348152481019497, 0.08458501845598221, -0.2812906801700592, -0.04032308980822563, 0.054838214069604874, 0.13003909587860107, -0.009265199303627014, -4.0298116800840944e-05, 0.12230467796325684, -0.013423874042928219, -0.19746240973472595, -0.10583790391683578, 0.0805387869477272, 0.22684134542942047, 0.18539737164974213, 0.05296522378921509, -0.0009315827628597617, -0.035607561469078064, -0.009960203431546688, -0.1986691653728485, 0.03643977269530296, 0.1354699283838272, 0.040444470942020416, -0.014997771009802818, 0.11399802565574646, -0.17532141506671906, 0.006396682001650333, 0.04464230313897133, -0.1378832906484604, 0.049993615597486496, 0.02882996015250683, -0.012267398647964, -0.024164054542779922, -0.023717748001217842, 0.30170294642448425, 0.06208733841776848, -0.09422490745782852, -0.11050869524478912, 0.24017590284347534, -0.16733118891716003, 0.027564845979213715, 0.06394252181053162, -0.12537400424480438, -0.20246940851211548, -0.23629054427146912, -0.022143187001347542, 0.470630943775177, 0.15636348724365234, -0.15603366494178772, 0.10073039680719376, -0.09606818854808807, -0.030803410336375237, 0.040736470371484756, 0.06993433833122253, -0.07080811262130737, 0.0837111547589302, -0.058177340775728226, 0.0645669475197792, 0.22133876383304596, 0.08451834321022034, -0.009771891869604588, 0.2264081984758377, -0.06801549345254898, -0.029240762814879417, 0.07072168588638306, 0.0024386232253164053, -0.06975571811199188, -0.06206892058253288, -0.22817271947860718, -0.10475898534059525, -0.031788937747478485, -0.06228449568152428, -0.006907594855874777, 0.17792436480522156, -0.2749674320220947, 0.1148863136768341, -0.009571089409291744, -0.05421677231788635, -0.01563439704477787, 0.09411546587944031, -0.10303919017314911, -0.07119636982679367, 0.17415042221546173, -0.25563666224479675, 0.1343129426240921, 0.1720278412103653, 0.029780486598610878, 0.17889338731765747, 0.05147898942232132, 0.05337220057845116, 0.03143475949764252, -0.045276135206222534, -0.15776488184928894, -0.06291276216506958, -0.02451392263174057, -0.12924380600452423, 0.07951292395591736, 0.055328525602817535]",42
face_id_86,"[-0.022678185254335403, 0.09451641887426376, 0.07213064283132553, -0.03699220344424248, 0.0182394627481699, -0.08056535571813583, -0.0905085951089859, -0.09757231175899506, 0.1566159576177597, -0.10108916461467743, 0.20186717808246613, 0.0984000563621521, -0.14136670529842377, -0.12106668204069138, 0.07921334356069565, 0.09087035059928894, -0.13643057644367218, -0.14457282423973083, -0.10276064276695251, -0.04416172578930855, -0.020025532692670822, 0.03885853663086891, 0.08785318583250046, 0.018544146791100502, -0.08531349897384644, -0.3582964837551117, -0.08256328850984573, -0.1331665962934494, 0.007293381728231907, -0.10385266691446304, -0.03017682023346424, 0.018267778679728508, -0.15425215661525726, -0.06668169051408768, 0.031061407178640366, 0.010013633407652378, 0.048885077238082886, 0.007248901762068272, 0.20814210176467896, 0.1105554923415184, -0.18506063520908356, 0.11562494933605194, -0.0467044822871685, 0.24184735119342804, 0.24687181413173676, 0.05218100547790527, 0.04239882528781891, -0.09821806102991104, 0.0716162770986557, -0.20687077939510345, 0.06789381802082062, 0.1639500856399536, 0.07178835570812225, 0.023635169491171837, 0.10661385953426361, -0.21220214664936066, 0.022039197385311127, 0.019177360460162163, -0.14917157590389252, 0.044506777077913284, 0.02043149620294571, -0.048532821238040924, 0.028003554791212082, 0.061244670301675797, 0.16236375272274017, 0.030363688245415688, -0.11011303961277008, -0.04471149295568466, 0.08608970046043396, -0.07182776927947998, -0.005504612810909748, 0.023797040805220604, -0.16556940972805023, -0.18675623834133148, -0.2789455056190491, 0.08779214322566986, 0.35950809717178345, 0.1476374715566635, -0.24377676844596863, 0.02329176478087902, -0.16070295870304108, 0.005141858011484146, 0.03297078236937523, 0.05759526044130325, -0.07751256972551346, -0.06581002473831177, -0.07455062121152878, 0.022586988285183907, 0.0905003696680069, 0.05064639076590538, -0.033223558217287064, 0.19224882125854492, -0.046311017125844955, 0.07437308132648468, 0.02007736824452877, 0.08319731801748276, -0.12456832081079483, -0.009313531219959259, -0.12932193279266357, -0.03502779081463814, 0.004387789871543646, -0.05935639142990112, 0.008819005452096462, 0.15463024377822876, -0.2429506480693817, 0.09227990359067917, -0.01106182299554348, -0.0888933390378952, -0.009642682038247585, 0.1284562349319458, -0.01797570288181305, -0.07495027035474777, 0.07382813096046448, -0.22110162675380707, 0.23046144843101501, 0.29673364758491516, 0.012551057152450085, 0.16851983964443207, 0.051501061767339706, 0.05235377699136734, -0.04950626194477081, 0.0014004568802192807, -0.11190634965896606, -0.07020559161901474, -0.041931770741939545, 0.09021369367837906, 0.025166863575577736, 0.042235471308231354]",17
face_id_87,"[-0.12717589735984802, 0.012126079760491848, 0.08359712362289429, -0.08081432431936264, -0.0700753778219223, -0.04789794236421585, 0.05074353143572807, -0.1264764666557312, 0.18767622113227844, -0.14640559256076813, 0.2380961775779724, -0.08434910327196121, -0.2483561933040619, 0.020127233117818832, -0.08800767362117767, 0.1444234549999237, -0.12744352221488953, -0.18728505074977875, -0.13353845477104187, -0.016671599820256233, -0.01519299391657114, -0.0498138964176178, 0.03489142656326294, 0.13871034979820251, -0.04236159473657608, -0.30747324228286743, -0.028001589700579643, -0.13160072267055511, 0.01729157380759716, -0.028951235115528107, 0.05796848237514496, 0.07273690402507782, -0.27277013659477234, -0.0013055062154307961, -0.04512672498822212, -0.03156143054366112, -0.033305954188108444, -0.05656646937131882, 0.2513503134250641, -0.0751052126288414, -0.2612748444080353, -0.1515258252620697, 0.052618321031332016, 0.20439651608467102, 0.18899527192115784, -0.009446026757359505, -0.01804237999022007, -0.07814300805330276, 0.04863002896308899, -0.2851196229457855, -0.020290223881602287, 0.12148112803697586, 0.07929665595293045, 0.062115829437971115, 0.004056036472320557, -0.22980313003063202, 0.06976057589054108, 0.008826120756566525, -0.12220920622348785, 0.010111663490533829, -0.011482744477689266, -0.056849777698516846, -0.03442329168319702, -0.00701821269467473, 0.3436059355735779, 0.057639963924884796, -0.13065674901008606, -0.08996899425983429, 0.24758529663085938, -0.16569523513317108, 0.030642185360193253, 0.09197396785020828, -0.13788700103759766, -0.16768981516361237, -0.261461466550827, -0.04346894472837448, 0.3837394416332245, 0.05255882069468498, -0.1609981656074524, 0.0797770619392395, -0.1625051200389862, 0.027962403371930122, -0.0075669498182833195, 0.08125972002744675, -0.11189346015453339, 0.056448403745889664, -0.06727085262537003, 0.030786242336034775, 0.1948038786649704, -0.047720298171043396, -0.03852544724941254, 0.2261555939912796, -0.028468182310461998, -0.0735805556178093, 0.06830587983131409, 0.0374380499124527, -0.015690963715314865, -0.01704048551619053, -0.19492582976818085, 0.04757246375083923, 0.03926246240735054, -0.004221406299620867, -0.0090698366984725, 0.08621654659509659, -0.2306567132472992, 0.08979499340057373, 4.0059289858618286e-06, -0.03386988863348961, 0.0014336976455524564, 0.010359276086091995, -0.12518322467803955, -0.08262939751148224, 0.15051546692848206, -0.21589431166648865, 0.21552374958992004, 0.12416774779558182, 0.08309446275234222, 0.13771384954452515, 0.06219011917710304, 0.037929173558950424, 0.002608553972095251, -0.009593064896762371, -0.14379756152629852, -0.03056483529508114, 0.1276189535856247, -0.06403382122516632, 0.05329586938023567, 0.04096280038356781]",16
face_id_88,"[-0.15501829981803894, 0.06474073231220245, 0.03150811418890953, -0.10146775841712952, -0.07277112454175949, -0.0021221651695668697, 0.001626797835342586, -0.01624235510826111, 0.09933514147996902, 0.001424645073711872, 0.1642540693283081, 0.03892933204770088, -0.236332505941391, -0.13017667829990387, 0.04472202807664871, 0.09518313407897949, -0.08575193583965302, -0.2347773015499115, -0.08128829300403595, -0.09677261859178543, 0.01617664098739624, 0.001176315825432539, -0.02902722731232643, 0.0022368549834936857, -0.09668561071157455, -0.36138853430747986, -0.06734372675418854, -0.12778566777706146, 0.06614699959754944, -0.0800006240606308, 0.019770681858062744, 0.04211629182100296, -0.22552590072155, -0.08093927055597305, 0.06135120242834091, 0.08223986625671387, -0.027920151129364967, -0.09704366326332092, 0.2117486596107483, 0.0057694315910339355, -0.13085615634918213, -0.056577928364276886, 0.09134548902511597, 0.2569017708301544, 0.09158580750226974, 0.030665075406432152, 0.0837024450302124, -0.029108233749866486, 0.12041766196489334, -0.24988840520381927, 0.12305192649364471, 0.1517161875963211, 0.09790349006652832, 0.10012874007225037, 0.09877084940671921, -0.18611371517181396, 0.11216636002063751, 0.09878037869930267, -0.22899958491325378, 0.15027233958244324, -0.029916683211922646, -0.14839982986450195, -0.10915899276733398, -0.0813048854470253, 0.19461286067962646, 0.035971749573946, -0.028791099786758423, -0.189539834856987, 0.22485852241516113, -0.06933357566595078, -0.06730898469686508, 0.10003609210252762, -0.1196623370051384, -0.15073640644550323, -0.28985217213630676, 0.08642493188381195, 0.31783223152160645, 0.16853807866573334, -0.15855836868286133, 0.11378446966409683, -0.10320469737052917, -0.048239029943943024, -0.008690450340509415, 0.015606864355504513, -0.07726054638624191, 0.00984151940792799, -0.12825791537761688, 0.033765681087970734, 0.24548554420471191, 0.015883639454841614, -0.042850788682699203, 0.1701885312795639, 0.0010060113854706287, 0.03240612521767616, 0.040604934096336365, 0.07000615447759628, -0.06677773594856262, -0.04484124481678009, -0.11169610172510147, -0.0673413947224617, 0.14343677461147308, -0.14294250309467316, -0.0330200232565403, 0.11188431829214096, -0.26343849301338196, 0.08403778821229935, -0.011433364823460579, -0.03021010383963585, -0.06011716648936272, -0.04584074392914772, -0.06773809343576431, 0.004204284865409136, 0.1277722865343094, -0.2662579119205475, 0.2706872522830963, 0.2604886293411255, 0.07875871658325195, 0.14584675431251526, 0.07789407670497894, -0.034826524555683136, 0.02168027125298977, -0.13306167721748352, -0.1923093944787979, -0.12112148851156235, 0.058980051428079605, 0.04565930739045143, -0.02707195281982422, 0.12060108035802841]",43
face_id_89,"[-0.05047309398651123, 0.08853301405906677, 0.03491503745317459, -0.06950058788061142, -0.13680912554264069, 0.013800783082842827, -0.11575207859277725, -0.03714058920741081, 0.0896947830915451, 0.027675224468111992, 0.20932066440582275, -0.05954701453447342, -0.3349100947380066, 0.06212744116783142, -0.01898954249918461, 0.1239999458193779, -0.1890294998884201, -0.05138488486409187, -0.1415151208639145, -0.16062341630458832, -0.04322269558906555, 0.07667021453380585, 0.013472756370902061, -0.03164859861135483, -0.06534339487552643, -0.2626248896121979, -0.0056174141354858875, -0.12396455556154251, 0.11840740591287613, -0.14801979064941406, -0.010659677907824516, 0.0014660714659839869, -0.15959300100803375, -0.07550856471061707, 0.028281953185796738, -0.009913981892168522, -0.07177608460187912, -0.10832090675830841, 0.23571835458278656, 0.019464725628495216, -0.17399844527244568, -0.00877372082322836, 0.08565031737089157, 0.1815508008003235, 0.22228950262069702, 0.050100188702344894, 0.013280164450407028, -0.09863325953483582, 0.08719858527183533, -0.19940152764320374, 0.07140342146158218, 0.20690561830997467, 0.1432684361934662, 0.06693228334188461, 0.028702368959784508, -0.13624899089336395, -0.035081278532743454, 0.10150642693042755, -0.16154485940933228, 0.018038518726825714, 0.15580962598323822, -0.049738384783267975, -0.05837196484208107, -0.078184112906456, 0.17503109574317932, 0.07847128808498383, -0.07653757184743881, -0.1070297509431839, 0.22836484014987946, -0.07472914457321167, -0.13765037059783936, 0.017710525542497635, -0.10541427135467529, -0.11444228142499924, -0.22736212611198425, 0.03996599465608597, 0.33698445558547974, 0.036164313554763794, -0.15660196542739868, 0.025908581912517548, -0.03324480354785919, -0.10670288652181625, 0.005012159235775471, 0.07145455479621887, -0.07520859688520432, -0.10349854081869125, 0.009683960117399693, 0.047481466084718704, 0.178524449467659, -0.08850015699863434, 0.021266300231218338, 0.08168312907218933, 0.023686857894062996, -0.013713045977056026, 0.061812177300453186, 0.137395977973938, -0.1254851371049881, -0.018706966191530228, -0.12417293339967728, -0.021600209176540375, 0.07466792315244675, -0.08514530956745148, 0.026130784302949905, 0.10141566395759583, -0.11324403434991837, 0.15851324796676636, 0.04359433054924011, -0.09898921847343445, 0.017956137657165527, -0.009326877072453499, 0.044843558222055435, -0.046657416969537735, 0.20221643149852753, -0.16477498412132263, 0.24961377680301666, 0.14740115404129028, 0.006483589764684439, 0.09674681723117828, 0.03295081481337547, 0.12973542511463165, 0.019565174356102943, 0.02361723594367504, -0.18947328627109528, -0.18497124314308167, -0.017889486625790596, 0.03332281857728958, 0.001440510619431734, 0.07645434886217117]",44
